,Current,Voltage
,-1.04E-04,-0.11
,-1.039E-04,-0.109
,-1.038E-04,-0.107
,-1.037E-04,-0.107
,-1.036E-04,-0.112
,-1.035E-04,-0.109
,-1.034E-04,-0.108
,-1.033E-04,-0.109
,-1.032E-04,-0.11
,-1.031E-04,-0.108
,-1.03E-04,-0.112
,-1.029E-04,-0.111
,-1.028E-04,-0.112
,-1.027E-04,-0.111
,-1.026E-04,-0.112
,-1.025E-04,-0.108
,-1.024E-04,-0.11
,-1.023E-04,-0.11
,-1.022E-04,-0.109
,-1.021E-04,-0.111
,-1.02E-04,-0.109
,-1.019E-04,-0.108
,-1.018E-04,-0.108
,-1.017E-04,-0.11
,-1.016E-04,-0.107
,-1.015E-04,-0.107
,-1.014E-04,-0.112
,-1.013E-04,-0.106
,-1.012E-04,-0.108
,-1.011E-04,-0.112
,-1.01E-04,-0.112
,-1.009E-04,-0.112
,-1.008E-04,-0.107
,-1.007E-04,-0.108
,-1.006E-04,-0.109
,-1.005E-04,-0.109
,-1.004E-04,-0.106
,-1.003E-04,-0.109
,-1.002E-04,-0.106
,-1.001E-04,-0.106
,-1E-04,-0.111
,-9.99E-05,-0.11
,-9.98E-05,-0.108
,-9.97E-05,-0.11
,-9.96E-05,-0.109
,-9.95E-05,-0.105
,-9.94E-05,-0.112
,-9.93E-05,-0.109
,-9.92E-05,-0.11
,-9.91E-05,-0.107
,-9.9E-05,-0.107
,-9.89E-05,-0.107
,-9.88E-05,-0.109
,-9.87E-05,-0.105
,-9.86E-05,-0.105
,-9.85E-05,-0.109
,-9.84E-05,-0.106
,-9.83E-05,-0.109
,-9.82E-05,-0.107
,-9.81E-05,-0.106
,-9.8E-05,-0.106
,-9.79E-05,-0.109
,-9.78E-05,-0.109
,-9.77E-05,-0.109
,-9.76E-05,-0.109
,-9.75E-05,-0.106
,-9.74E-05,-0.106
,-9.73E-05,-0.106
,-9.72E-05,-0.107
,-9.71E-05,-0.108
,-9.7E-05,-0.11
,-9.69E-05,-0.107
,-9.68E-05,-0.108
,-9.67E-05,-0.109
,-9.66E-05,-0.106
,-9.65E-05,-0.109
,-9.64E-05,-0.11
,-9.63E-05,-0.108
,-9.62E-05,-0.108
,-9.61E-05,-0.108
,-9.6E-05,-0.108
,-9.59E-05,-0.107
,-9.58E-05,-0.111
,-9.57E-05,-0.107
,-9.56E-05,-0.108
,-9.55E-05,-0.106
,-9.54E-05,-0.108
,-9.53E-05,-0.109
,-9.52E-05,-0.106
,-9.51E-05,-0.107
,-9.5E-05,-0.107
,-9.49E-05,-0.105
,-9.48E-05,-0.105
,-9.47E-05,-0.106
,-9.46E-05,-0.107
,-9.45E-05,-0.107
,-9.44E-05,-0.106
,-9.43E-05,-0.107
,-9.42E-05,-0.106
,-9.41E-05,-0.108
,-9.4E-05,-0.106
,-9.39E-05,-0.105
,-9.38E-05,-0.105
,-9.37E-05,-0.106
,-9.36E-05,-0.109
,-9.35E-05,-0.105
,-9.34E-05,-0.105
,-9.33E-05,-0.109
,-9.32E-05,-0.107
,-9.31E-05,-0.106
,-9.3E-05,-0.104
,-9.29E-05,-0.107
,-9.28E-05,-0.107
,-9.27E-05,-0.106
,-9.26E-05,-0.105
,-9.25E-05,-0.106
,-9.24E-05,-0.106
,-9.23E-05,-0.106
,-9.22E-05,-0.106
,-9.21E-05,-0.105
,-9.2E-05,-0.105
,-9.19E-05,-0.108
,-9.18E-05,-0.104
,-9.17E-05,-0.108
,-9.16E-05,-0.106
,-9.15E-05,-0.106
,-9.14E-05,-0.105
,-9.13E-05,-0.108
,-9.12E-05,-0.106
,-9.11E-05,-0.106
,-9.1E-05,-0.105
,-9.09E-05,-0.105
,-9.08E-05,-0.104
,-9.07E-05,-0.107
,-9.06E-05,-0.106
,-9.05E-05,-0.104
,-9.04E-05,-0.106
,-9.03E-05,-0.105
,-9.02E-05,-0.106
,-9.01E-05,-0.104
,-9E-05,-0.104
,-8.99E-05,-0.106
,-8.98E-05,-0.104
,-8.97E-05,-0.105
,-8.96E-05,-0.107
,-8.95E-05,-0.106
,-8.94E-05,-0.106
,-8.93E-05,-0.104
,-8.92E-05,-0.109
,-8.91E-05,-0.106
,-8.9E-05,-0.107
,-8.89E-05,-0.107
,-8.88E-05,-0.105
,-8.87E-05,-0.106
,-8.86E-05,-0.105
,-8.85E-05,-0.106
,-8.84E-05,-0.104
,-8.83E-05,-0.109
,-8.82E-05,-0.108
,-8.81E-05,-0.108
,-8.8E-05,-0.105
,-8.79E-05,-0.107
,-8.78E-05,-0.104
,-8.77E-05,-0.106
,-8.76E-05,-0.105
,-8.75E-05,-0.103
,-8.74E-05,-0.104
,-8.73E-05,-0.107
,-8.72E-05,-0.108
,-8.71E-05,-0.108
,-8.7E-05,-0.104
,-8.69E-05,-0.102
,-8.68E-05,-0.106
,-8.67E-05,-0.104
,-8.66E-05,-0.103
,-8.65E-05,-0.107
,-8.64E-05,-0.104
,-8.63E-05,-0.104
,-8.62E-05,-0.106
,-8.61E-05,-0.105
,-8.6E-05,-0.1
,-8.59E-05,-0.105
,-8.58E-05,-0.104
,-8.57E-05,-0.105
,-8.56E-05,-0.105
,-8.55E-05,-0.107
,-8.54E-05,-0.104
,-8.53E-05,-0.107
,-8.52E-05,-0.106
,-8.51E-05,-0.102
,-8.5E-05,-0.105
,-8.49E-05,-0.105
,-8.48E-05,-0.106
,-8.47E-05,-0.106
,-8.46E-05,-0.105
,-8.45E-05,-0.105
,-8.44E-05,-0.106
,-8.43E-05,-0.1
,-8.42E-05,-0.105
,-8.41E-05,-0.103
,-8.4E-05,-0.104
,-8.39E-05,-0.102
,-8.38E-05,-0.105
,-8.37E-05,-0.103
,-8.36E-05,-0.105
,-8.35E-05,-0.101
,-8.34E-05,-0.103
,-8.33E-05,-0.101
,-8.32E-05,-0.106
,-8.31E-05,-0.103
,-8.3E-05,-0.103
,-8.29E-05,-0.105
,-8.28E-05,-0.105
,-8.27E-05,-0.101
,-8.26E-05,-0.103
,-8.25E-05,-0.103
,-8.24E-05,-0.103
,-8.23E-05,-0.107
,-8.22E-05,-0.102
,-8.21E-05,-0.102
,-8.2E-05,-0.106
,-8.19E-05,-0.102
,-8.18E-05,-0.104
,-8.17E-05,-0.102
,-8.16E-05,-0.105
,-8.15E-05,-0.102
,-8.14E-05,-0.105
,-8.13E-05,-0.102
,-8.12E-05,-0.106
,-8.11E-05,-0.106
,-8.1E-05,-0.101
,-8.09E-05,-0.103
,-8.08E-05,-0.103
,-8.07E-05,-0.102
,-8.06E-05,-0.1
,-8.05E-05,-0.101
,-8.04E-05,-0.102
,-8.03E-05,-0.101
,-8.02E-05,-0.103
,-8.01E-05,-0.102
,-8E-05,-0.1
,-7.99E-05,-0.105
,-7.98E-05,-0.101
,-7.97E-05,-0.099
,-7.96E-05,-0.105
,-7.95E-05,-0.099
,-7.94E-05,-0.101
,-7.93E-05,-0.101
,-7.92E-05,-0.1
,-7.91E-05,-0.102
,-7.9E-05,-0.103
,-7.89E-05,-0.101
,-7.88E-05,-0.102
,-7.87E-05,-0.103
,-7.86E-05,-0.1
,-7.85E-05,-0.104
,-7.84E-05,-0.102
,-7.83E-05,-0.1
,-7.82E-05,-0.103
,-7.81E-05,-0.103
,-7.8E-05,-0.102
,-7.79E-05,-0.099
,-7.78E-05,-0.103
,-7.77E-05,-0.101
,-7.76E-05,-0.1
,-7.75E-05,-0.102
,-7.74E-05,-0.103
,-7.73E-05,-0.101
,-7.72E-05,-0.104
,-7.71E-05,-0.103
,-7.7E-05,-0.103
,-7.69E-05,-0.102
,-7.68E-05,-0.1
,-7.67E-05,-0.102
,-7.66E-05,-0.105
,-7.65E-05,-0.102
,-7.64E-05,-0.102
,-7.63E-05,-0.102
,-7.62E-05,-0.102
,-7.61E-05,-0.103
,-7.6E-05,-0.106
,-7.59E-05,-0.102
,-7.58E-05,-0.104
,-7.57E-05,-0.101
,-7.56E-05,-0.105
,-7.55E-05,-0.104
,-7.54E-05,-0.102
,-7.53E-05,-0.1
,-7.52E-05,-0.102
,-7.51E-05,-0.102
,-7.5E-05,-0.101
,-7.49E-05,-0.101
,-7.48E-05,-0.102
,-7.47E-05,-0.102
,-7.46E-05,-0.099
,-7.45E-05,-0.101
,-7.44E-05,-0.098
,-7.43E-05,-0.101
,-7.42E-05,-0.102
,-7.41E-05,-0.1
,-7.4E-05,-0.101
,-7.39E-05,-0.099
,-7.38E-05,-0.103
,-7.37E-05,-0.098
,-7.36E-05,-0.104
,-7.35E-05,-0.102
,-7.34E-05,-0.103
,-7.33E-05,-0.102
,-7.32E-05,-0.098
,-7.31E-05,-0.101
,-7.3E-05,-0.1
,-7.29E-05,-0.101
,-7.28E-05,-0.102
,-7.27E-05,-0.102
,-7.26E-05,-0.101
,-7.25E-05,-0.103
,-7.24E-05,-0.099
,-7.23E-05,-0.099
,-7.22E-05,-0.1
,-7.21E-05,-0.103
,-7.2E-05,-0.1
,-7.19E-05,-0.101
,-7.18E-05,-0.1
,-7.17E-05,-0.1
,-7.16E-05,-0.1
,-7.15E-05,-0.101
,-7.14E-05,-0.097
,-7.13E-05,-0.1
,-7.12E-05,-0.099
,-7.11E-05,-0.1
,-7.1E-05,-0.1
,-7.09E-05,-0.101
,-7.08E-05,-0.1
,-7.07E-05,-0.102
,-7.06E-05,-0.1
,-7.05E-05,-0.099
,-7.04E-05,-0.102
,-7.03E-05,-0.1
,-7.02E-05,-0.099
,-7.01E-05,-0.1
,-7E-05,-0.101
,-6.99E-05,-0.099
,-6.98E-05,-0.1
,-6.97E-05,-0.098
,-6.96E-05,-0.102
,-6.95E-05,-0.1
,-6.94E-05,-0.099
,-6.93E-05,-0.098
,-6.92E-05,-0.099
,-6.91E-05,-0.102
,-6.9E-05,-0.098
,-6.89E-05,-0.099
,-6.88E-05,-0.099
,-6.87E-05,-0.097
,-6.86E-05,-0.099
,-6.85E-05,-0.099
,-6.84E-05,-0.1
,-6.83E-05,-0.1
,-6.82E-05,-0.1
,-6.81E-05,-0.099
,-6.8E-05,-0.099
,-6.79E-05,-0.098
,-6.78E-05,-0.098
,-6.77E-05,-0.094
,-6.76E-05,-0.098
,-6.75E-05,-0.098
,-6.74E-05,-0.099
,-6.73E-05,-0.101
,-6.72E-05,-0.098
,-6.71E-05,-0.097
,-6.7E-05,-0.099
,-6.69E-05,-0.097
,-6.68E-05,-0.096
,-6.67E-05,-0.1
,-6.66E-05,-0.098
,-6.65E-05,-0.099
,-6.64E-05,-0.098
,-6.63E-05,-0.095
,-6.62E-05,-0.096
,-6.61E-05,-0.095
,-6.6E-05,-0.1
,-6.59E-05,-0.096
,-6.58E-05,-0.098
,-6.57E-05,-0.1
,-6.56E-05,-0.097
,-6.55E-05,-0.098
,-6.54E-05,-0.099
,-6.53E-05,-0.095
,-6.52E-05,-0.1
,-6.51E-05,-0.096
,-6.5E-05,-0.099
,-6.49E-05,-0.099
,-6.48E-05,-0.097
,-6.47E-05,-0.095
,-6.46E-05,-0.098
,-6.45E-05,-0.095
,-6.44E-05,-0.096
,-6.43E-05,-0.095
,-6.42E-05,-0.095
,-6.41E-05,-0.096
,-6.4E-05,-0.097
,-6.39E-05,-0.095
,-6.38E-05,-0.096
,-6.37E-05,-0.096
,-6.36E-05,-0.098
,-6.35E-05,-0.096
,-6.34E-05,-0.099
,-6.33E-05,-0.101
,-6.32E-05,-0.098
,-6.31E-05,-0.099
,-6.3E-05,-0.1
,-6.29E-05,-0.098
,-6.28E-05,-0.097
,-6.27E-05,-0.096
,-6.26E-05,-0.095
,-6.25E-05,-0.101
,-6.24E-05,-0.095
,-6.23E-05,-0.094
,-6.22E-05,-0.097
,-6.21E-05,-0.098
,-6.2E-05,-0.096
,-6.19E-05,-0.095
,-6.18E-05,-0.099
,-6.17E-05,-0.097
,-6.16E-05,-0.098
,-6.15E-05,-0.098
,-6.14E-05,-0.095
,-6.13E-05,-0.098
,-6.12E-05,-0.093
,-6.11E-05,-0.094
,-6.1E-05,-0.096
,-6.09E-05,-0.096
,-6.08E-05,-0.096
,-6.07E-05,-0.094
,-6.06E-05,-0.095
,-6.05E-05,-0.097
,-6.04E-05,-0.098
,-6.03E-05,-0.093
,-6.02E-05,-0.094
,-6.01E-05,-0.097
,-6E-05,-0.096
,-5.99E-05,-0.095
,-5.98E-05,-0.098
,-5.97E-05,-0.096
,-5.96E-05,-0.096
,-5.95E-05,-0.095
,-5.94E-05,-0.096
,-5.93E-05,-0.097
,-5.92E-05,-0.095
,-5.91E-05,-0.094
,-5.9E-05,-0.092
,-5.89E-05,-0.096
,-5.88E-05,-0.096
,-5.87E-05,-0.096
,-5.86E-05,-0.096
,-5.85E-05,-0.094
,-5.84E-05,-0.096
,-5.83E-05,-0.099
,-5.82E-05,-0.095
,-5.81E-05,-0.094
,-5.8E-05,-0.095
,-5.79E-05,-0.094
,-5.78E-05,-0.097
,-5.77E-05,-0.094
,-5.76E-05,-0.094
,-5.75E-05,-0.094
,-5.74E-05,-0.097
,-5.73E-05,-0.096
,-5.72E-05,-0.094
,-5.71E-05,-0.092
,-5.7E-05,-0.093
,-5.69E-05,-0.095
,-5.68E-05,-0.095
,-5.67E-05,-0.094
,-5.66E-05,-0.094
,-5.65E-05,-0.094
,-5.64E-05,-0.098
,-5.63E-05,-0.093
,-5.62E-05,-0.096
,-5.61E-05,-0.095
,-5.6E-05,-0.097
,-5.59E-05,-0.093
,-5.58E-05,-0.098
,-5.57E-05,-0.097
,-5.56E-05,-0.096
,-5.55E-05,-0.094
,-5.54E-05,-0.091
,-5.53E-05,-0.095
,-5.52E-05,-0.093
,-5.51E-05,-0.093
,-5.5E-05,-0.094
,-5.49E-05,-0.096
,-5.48E-05,-0.093
,-5.47E-05,-0.092
,-5.46E-05,-0.09
,-5.45E-05,-0.092
,-5.44E-05,-0.096
,-5.43E-05,-0.094
,-5.42E-05,-0.092
,-5.41E-05,-0.095
,-5.4E-05,-0.094
,-5.39E-05,-0.094
,-5.38E-05,-0.092
,-5.37E-05,-0.092
,-5.36E-05,-0.092
,-5.35E-05,-0.093
,-5.34E-05,-0.093
,-5.33E-05,-0.097
,-5.32E-05,-0.094
,-5.31E-05,-0.093
,-5.3E-05,-0.095
,-5.29E-05,-0.095
,-5.28E-05,-0.094
,-5.27E-05,-0.094
,-5.26E-05,-0.095
,-5.25E-05,-0.094
,-5.24E-05,-0.091
,-5.23E-05,-0.092
,-5.22E-05,-0.092
,-5.21E-05,-0.094
,-5.2E-05,-0.094
,-5.19E-05,-0.091
,-5.18E-05,-0.091
,-5.17E-05,-0.094
,-5.16E-05,-0.092
,-5.15E-05,-0.092
,-5.14E-05,-0.092
,-5.13E-05,-0.092
,-5.12E-05,-0.095
,-5.11E-05,-0.092
,-5.1E-05,-0.094
,-5.09E-05,-0.093
,-5.08E-05,-0.094
,-5.07E-05,-0.09
,-5.06E-05,-0.093
,-5.05E-05,-0.092
,-5.04E-05,-0.092
,-5.03E-05,-0.094
,-5.02E-05,-0.093
,-5.01E-05,-0.095
,-5E-05,-0.093
,-4.99E-05,-0.093
,-4.98E-05,-0.092
,-4.97E-05,-0.094
,-4.96E-05,-0.092
,-4.95E-05,-0.092
,-4.94E-05,-0.09
,-4.93E-05,-0.094
,-4.92E-05,-0.091
,-4.91E-05,-0.09
,-4.9E-05,-0.09
,-4.89E-05,-0.091
,-4.88E-05,-0.092
,-4.87E-05,-0.093
,-4.86E-05,-0.093
,-4.85E-05,-0.094
,-4.84E-05,-0.091
,-4.83E-05,-0.092
,-4.82E-05,-0.09
,-4.81E-05,-0.092
,-4.8E-05,-0.091
,-4.79E-05,-0.088
,-4.78E-05,-0.091
,-4.77E-05,-0.089
,-4.76E-05,-0.091
,-4.75E-05,-0.092
,-4.74E-05,-0.089
,-4.73E-05,-0.086
,-4.72E-05,-0.095
,-4.71E-05,-0.091
,-4.7E-05,-0.091
,-4.69E-05,-0.091
,-4.68E-05,-0.09
,-4.67E-05,-0.091
,-4.66E-05,-0.088
,-4.65E-05,-0.091
,-4.64E-05,-0.087
,-4.63E-05,-0.092
,-4.62E-05,-0.091
,-4.61E-05,-0.092
,-4.6E-05,-0.091
,-4.59E-05,-0.09
,-4.58E-05,-0.09
,-4.57E-05,-0.09
,-4.56E-05,-0.091
,-4.55E-05,-0.09
,-4.54E-05,-0.088
,-4.53E-05,-0.086
,-4.52E-05,-0.089
,-4.51E-05,-0.09
,-4.5E-05,-0.091
,-4.49E-05,-0.088
,-4.48E-05,-0.088
,-4.47E-05,-0.089
,-4.46E-05,-0.089
,-4.45E-05,-0.086
,-4.44E-05,-0.086
,-4.43E-05,-0.088
,-4.42E-05,-0.092
,-4.41E-05,-0.087
,-4.4E-05,-0.089
,-4.39E-05,-0.087
,-4.38E-05,-0.088
,-4.37E-05,-0.085
,-4.36E-05,-0.09
,-4.35E-05,-0.092
,-4.34E-05,-0.089
,-4.33E-05,-0.092
,-4.32E-05,-0.09
,-4.31E-05,-0.09
,-4.3E-05,-0.088
,-4.29E-05,-0.089
,-4.28E-05,-0.089
,-4.27E-05,-0.092
,-4.26E-05,-0.086
,-4.25E-05,-0.086
,-4.24E-05,-0.087
,-4.23E-05,-0.087
,-4.22E-05,-0.086
,-4.21E-05,-0.087
,-4.2E-05,-0.089
,-4.19E-05,-0.087
,-4.18E-05,-0.087
,-4.17E-05,-0.089
,-4.16E-05,-0.09
,-4.15E-05,-0.09
,-4.14E-05,-0.086
,-4.13E-05,-0.087
,-4.12E-05,-0.088
,-4.11E-05,-0.089
,-4.1E-05,-0.087
,-4.09E-05,-0.088
,-4.08E-05,-0.086
,-4.07E-05,-0.086
,-4.06E-05,-0.088
,-4.05E-05,-0.086
,-4.04E-05,-0.087
,-4.03E-05,-0.087
,-4.02E-05,-0.085
,-4.01E-05,-0.085
,-4E-05,-0.088
,-3.99E-05,-0.086
,-3.98E-05,-0.084
,-3.97E-05,-0.087
,-3.96E-05,-0.087
,-3.95E-05,-0.088
,-3.94E-05,-0.087
,-3.93E-05,-0.088
,-3.92E-05,-0.086
,-3.91E-05,-0.087
,-3.9E-05,-0.087
,-3.89E-05,-0.086
,-3.88E-05,-0.088
,-3.87E-05,-0.088
,-3.86E-05,-0.084
,-3.85E-05,-0.089
,-3.84E-05,-0.088
,-3.83E-05,-0.085
,-3.82E-05,-0.088
,-3.81E-05,-0.086
,-3.8E-05,-0.087
,-3.79E-05,-0.086
,-3.78E-05,-0.086
,-3.77E-05,-0.086
,-3.76E-05,-0.084
,-3.75E-05,-0.086
,-3.74E-05,-0.087
,-3.73E-05,-0.085
,-3.72E-05,-0.084
,-3.71E-05,-0.086
,-3.7E-05,-0.086
,-3.69E-05,-0.084
,-3.68E-05,-0.087
,-3.67E-05,-0.087
,-3.66E-05,-0.086
,-3.65E-05,-0.087
,-3.64E-05,-0.087
,-3.63E-05,-0.087
,-3.62E-05,-0.087
,-3.61E-05,-0.085
,-3.6E-05,-0.089
,-3.59E-05,-0.087
,-3.58E-05,-0.085
,-3.57E-05,-0.085
,-3.56E-05,-0.084
,-3.55E-05,-0.086
,-3.54E-05,-0.087
,-3.53E-05,-0.086
,-3.52E-05,-0.086
,-3.51E-05,-0.084
,-3.5E-05,-0.083
,-3.49E-05,-0.084
,-3.48E-05,-0.083
,-3.47E-05,-0.084
,-3.46E-05,-0.088
,-3.45E-05,-0.086
,-3.44E-05,-0.084
,-3.43E-05,-0.087
,-3.42E-05,-0.083
,-3.41E-05,-0.085
,-3.4E-05,-0.083
,-3.39E-05,-0.084
,-3.38E-05,-0.084
,-3.37E-05,-0.084
,-3.36E-05,-0.082
,-3.35E-05,-0.085
,-3.34E-05,-0.085
,-3.33E-05,-0.083
,-3.32E-05,-0.085
,-3.31E-05,-0.085
,-3.3E-05,-0.084
,-3.29E-05,-0.088
,-3.28E-05,-0.084
,-3.27E-05,-0.084
,-3.26E-05,-0.082
,-3.25E-05,-0.085
,-3.24E-05,-0.084
,-3.23E-05,-0.085
,-3.22E-05,-0.086
,-3.21E-05,-0.083
,-3.2E-05,-0.081
,-3.19E-05,-0.085
,-3.18E-05,-0.08
,-3.17E-05,-0.084
,-3.16E-05,-0.085
,-3.15E-05,-0.083
,-3.14E-05,-0.081
,-3.13E-05,-0.085
,-3.12E-05,-0.084
,-3.11E-05,-0.085
,-3.1E-05,-0.087
,-3.09E-05,-0.078
,-3.08E-05,-0.086
,-3.07E-05,-0.086
,-3.06E-05,-0.082
,-3.05E-05,-0.085
,-3.04E-05,-0.082
,-3.03E-05,-0.084
,-3.02E-05,-0.083
,-3.01E-05,-0.082
,-3E-05,-0.085
,-2.99E-05,-0.083
,-2.98E-05,-0.081
,-2.97E-05,-0.08
,-2.96E-05,-0.081
,-2.95E-05,-0.084
,-2.94E-05,-0.085
,-2.93E-05,-0.082
,-2.92E-05,-0.082
,-2.91E-05,-0.082
,-2.9E-05,-0.083
,-2.89E-05,-0.082
,-2.88E-05,-0.084
,-2.87E-05,-0.082
,-2.86E-05,-0.081
,-2.85E-05,-0.084
,-2.84E-05,-0.081
,-2.83E-05,-0.083
,-2.82E-05,-0.081
,-2.81E-05,-0.077
,-2.8E-05,-0.081
,-2.79E-05,-0.08
,-2.78E-05,-0.081
,-2.77E-05,-0.083
,-2.76E-05,-0.081
,-2.75E-05,-0.077
,-2.74E-05,-0.08
,-2.73E-05,-0.079
,-2.72E-05,-0.079
,-2.71E-05,-0.08
,-2.7E-05,-0.081
,-2.69E-05,-0.081
,-2.68E-05,-0.081
,-2.67E-05,-0.081
,-2.66E-05,-0.081
,-2.65E-05,-0.079
,-2.64E-05,-0.079
,-2.63E-05,-0.081
,-2.62E-05,-0.082
,-2.61E-05,-0.083
,-2.6E-05,-0.08
,-2.59E-05,-0.079
,-2.58E-05,-0.081
,-2.57E-05,-0.08
,-2.56E-05,-0.077
,-2.55E-05,-0.08
,-2.54E-05,-0.08
,-2.53E-05,-0.083
,-2.52E-05,-0.08
,-2.51E-05,-0.08
,-2.5E-05,-0.08
,-2.49E-05,-0.079
,-2.48E-05,-0.082
,-2.47E-05,-0.081
,-2.46E-05,-0.078
,-2.45E-05,-0.079
,-2.44E-05,-0.082
,-2.43E-05,-0.08
,-2.42E-05,-0.08
,-2.41E-05,-0.077
,-2.4E-05,-0.081
,-2.39E-05,-0.079
,-2.38E-05,-0.08
,-2.37E-05,-0.079
,-2.36E-05,-0.079
,-2.35E-05,-0.081
,-2.34E-05,-0.078
,-2.33E-05,-0.075
,-2.32E-05,-0.077
,-2.31E-05,-0.078
,-2.3E-05,-0.079
,-2.29E-05,-0.081
,-2.28E-05,-0.078
,-2.27E-05,-0.08
,-2.26E-05,-0.08
,-2.25E-05,-0.081
,-2.24E-05,-0.078
,-2.23E-05,-0.078
,-2.22E-05,-0.078
,-2.21E-05,-0.078
,-2.2E-05,-0.08
,-2.19E-05,-0.08
,-2.18E-05,-0.079
,-2.17E-05,-0.08
,-2.16E-05,-0.076
,-2.15E-05,-0.079
,-2.14E-05,-0.077
,-2.13E-05,-0.079
,-2.12E-05,-0.076
,-2.11E-05,-0.076
,-2.1E-05,-0.077
,-2.09E-05,-0.079
,-2.08E-05,-0.079
,-2.07E-05,-0.078
,-2.06E-05,-0.077
,-2.05E-05,-0.08
,-2.04E-05,-0.075
,-2.03E-05,-0.075
,-2.02E-05,-0.078
,-2.01E-05,-0.075
,-2E-05,-0.078
,-1.99E-05,-0.075
,-1.98E-05,-0.078
,-1.97E-05,-0.076
,-1.96E-05,-0.079
,-1.95E-05,-0.08
,-1.94E-05,-0.075
,-1.93E-05,-0.08
,-1.92E-05,-0.076
,-1.91E-05,-0.074
,-1.9E-05,-0.078
,-1.89E-05,-0.075
,-1.88E-05,-0.076
,-1.87E-05,-0.079
,-1.86E-05,-0.075
,-1.85E-05,-0.074
,-1.84E-05,-0.076
,-1.83E-05,-0.073
,-1.82E-05,-0.079
,-1.81E-05,-0.073
,-1.8E-05,-0.075
,-1.79E-05,-0.074
,-1.78E-05,-0.077
,-1.77E-05,-0.076
,-1.76E-05,-0.076
,-1.75E-05,-0.075
,-1.74E-05,-0.073
,-1.73E-05,-0.073
,-1.72E-05,-0.075
,-1.71E-05,-0.077
,-1.7E-05,-0.076
,-1.69E-05,-0.075
,-1.68E-05,-0.075
,-1.67E-05,-0.075
,-1.66E-05,-0.078
,-1.65E-05,-0.073
,-1.64E-05,-0.077
,-1.63E-05,-0.073
,-1.62E-05,-0.077
,-1.61E-05,-0.078
,-1.6E-05,-0.074
,-1.59E-05,-0.076
,-1.58E-05,-0.073
,-1.57E-05,-0.076
,-1.56E-05,-0.075
,-1.55E-05,-0.074
,-1.54E-05,-0.072
,-1.53E-05,-0.076
,-1.52E-05,-0.072
,-1.51E-05,-0.071
,-1.5E-05,-0.069
,-1.49E-05,-0.075
,-1.48E-05,-0.074
,-1.47E-05,-0.073
,-1.46E-05,-0.077
,-1.45E-05,-0.075
,-1.44E-05,-0.076
,-1.43E-05,-0.075
,-1.42E-05,-0.072
,-1.41E-05,-0.074
,-1.4E-05,-0.072
,-1.39E-05,-0.073
,-1.38E-05,-0.074
,-1.37E-05,-0.075
,-1.36E-05,-0.071
,-1.35E-05,-0.071
,-1.34E-05,-0.076
,-1.33E-05,-0.074
,-1.32E-05,-0.073
,-1.31E-05,-0.073
,-1.3E-05,-0.07
,-1.29E-05,-0.074
,-1.28E-05,-0.072
,-1.27E-05,-0.075
,-1.26E-05,-0.071
,-1.25E-05,-0.075
,-1.24E-05,-0.074
,-1.23E-05,-0.07
,-1.22E-05,-0.071
,-1.21E-05,-0.072
,-1.2E-05,-0.073
,-1.19E-05,-0.074
,-1.18E-05,-0.072
,-1.17E-05,-0.071
,-1.16E-05,-0.073
,-1.15E-05,-0.072
,-1.14E-05,-0.072
,-1.13E-05,-0.07
,-1.12E-05,-0.073
,-1.11E-05,-0.068
,-1.1E-05,-0.071
,-1.09E-05,-0.073
,-1.08E-05,-0.068
,-1.07E-05,-0.074
,-1.06E-05,-0.071
,-1.05E-05,-0.072
,-1.04E-05,-0.072
,-1.03E-05,-0.069
,-1.02E-05,-0.073
,-1.01E-05,-0.071
,-1E-05,-0.069
,-9.9E-06,-0.07
,-9.8E-06,-0.07
,-9.7E-06,-0.073
,-9.6E-06,-0.072
,-9.5E-06,-0.071
,-9.4E-06,-0.073
,-9.3E-06,-0.07
,-9.2E-06,-0.072
,-9.1E-06,-0.07
,-9E-06,-0.071
,-8.9E-06,-0.069
,-8.8E-06,-0.072
,-8.7E-06,-0.071
,-8.6E-06,-0.07
,-8.5E-06,-0.07
,-8.4E-06,-0.07
,-8.3E-06,-0.068
,-8.2E-06,-0.065
,-8.1E-06,-0.068
,-8E-06,-0.069
,-7.9E-06,-0.068
,-7.8E-06,-0.07
,-7.7E-06,-0.067
,-7.6E-06,-0.07
,-7.5E-06,-0.069
,-7.4E-06,-0.068
,-7.3E-06,-0.071
,-7.2E-06,-0.068
,-7.1E-06,-0.071
,-7E-06,-0.069
,-6.9E-06,-0.069
,-6.8E-06,-0.068
,-6.7E-06,-0.07
,-6.6E-06,-0.066
,-6.5E-06,-0.069
,-6.4E-06,-0.071
,-6.3E-06,-0.068
,-6.2E-06,-0.068
,-6.1E-06,-0.069
,-6E-06,-0.068
,-5.9E-06,-0.067
,-5.8E-06,-0.068
,-5.7E-06,-0.066
,-5.6E-06,-0.066
,-5.5E-06,-0.07
,-5.4E-06,-0.067
,-5.3E-06,-0.068
,-5.2E-06,-0.07
,-5.1E-06,-0.066
,-5E-06,-0.067
,-4.9E-06,-0.065
,-4.8E-06,-0.064
,-4.7E-06,-0.066
,-4.6E-06,-0.069
,-4.5E-06,-0.066
,-4.4E-06,-0.066
,-4.3E-06,-0.067
,-4.2E-06,-0.066
,-4.1E-06,-0.067
,-4E-06,-0.067
